ID	Cote	Date_categorie	Datation	Contenu	Lien à la page	Ecriture	Formalité	Nombre de lignes par page complète	Nombre de colonnes	Gallica
1449	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1180	15 (2/3)	1451-1475			Textualis	Formata	16	1	oo
1461	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1192	15 (3/3)	1472-1500			Textualis meridionalis	Formata	20	1	oo
638	TOURS, Bibliothèque municipale, 2283	16 (1/3)	1510 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8553&VUE_ID=1269093	Cursiva	Formata	22	1	
448	GRENOBLE, Bibliothèque municipale, 0156  (Ms.1010)	15	1401-1500	Heures						
263	POITIERS, Bibliothèque municipale, 0053 (292)	15	1401-1500	Heures		Cursiva				
513	AIX-EN-PROVENCE, Bibliothèque municipale, 0020 (0527)	0								oo
22	TOULOUSE, Bibliothèque municipale, 0142	15	1401-1500	Horae v. Mariae	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=522&VUE_ID=254911	Cursiva	Formata	19	1	
523	CHARTRES, Bibliothèque municipale, nouv. acq. 168	15	1401-1500	Heures à l'usage d'Angers	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=998&VUE_ID=690061	Textualis	Formata	14	1	
197	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 1508	15 (3/3)	1475-1500	"Heures à l'usage de Clermont ; Prières en français aux f. 175v-190v"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12136&VUE_ID=1325461	Textualis	Formata	13	1	
237	LUNEL, Bibliothèque municipale, 05	15	1401-1500	Heures						
1830	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 416	15 (3/3)	1475-1500							oo
709	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1399	15	1401-1500	Heures à l'usage de Rome					1	oo
1413	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 923	15-16	1480-1510			Hybrida	Formata	30	1	oo
483	AVIGNON, Bibliothèque municipale, 0112	15 (3/3)	1475-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15457&VUE_ID=1393390	Textualis	Formata	15	1	
894	CHANTILLY, Bibliothèque du château, 0117 (1454)	19	19e s. (1842)	Heures en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=265&VUE_ID=167637	Textualis		16	1	
194	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 0083 (077)	15 (3/3)	1475-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12101&VUE_ID=1325092	Cursiva	Libraria	27	1	
583	NICE, Bibliothèque municipale, 322	15 (3/3)	1480 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=6432&VUE_ID=1237846	Textualis	Formata	18	1	
912	NON RENSEIGNÉE, Collection privée, CP 0331	15 (3/3)	1495 circa)	Heures à l'usage de Rome. Paris, atelier de Jean Pichore						
642	ORLEANS, Musée historique et archéologique, A 5826	15 (2/3)	1440-1450 circa)	Heures à l'usage de Rennes ?	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15887&VUE_ID=1400188	Textualis	Formata	15	1	
956	SAINT-BRIEUC, Bibliothèque municipale, 004	15	1401-1500	Heures, calendrier en latin, avec saints bretons	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=119&VUE_ID=105356	Textualis	Formata	16	1	
977	SAINT-POL-SUR-TERNOISE, Bibliothèque municipale, 38	15	1401-1500	Heures (fragment)						
1903	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1176	15	14..							oo
256	PARIS, Musée Jacquemart-André, MJAP-Ms 2076	16	1501-1600	Heures						
1024	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 2262	15 (3/3)	1470 circa	Heures à l'usage de Clermont	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12145&VUE_ID=1325708	Cursiva	Formata	21	1	
618	ROUEN, Bibliothèque municipale, 0343 (Y. 141)	15	1401-1500	Heures						
317	TOURS, Bibliothèque municipale, 0221	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8372&VUE_ID=1267329	Textualis	Libraria	14	1	
347	BESANCON, Bibliothèque municipale, 0147	15 (2/3)	1440-1450 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7724&VUE_ID=1254578	Textualis	Formata	13	1	
1488	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1368	15 (3/3)	1485-1515			Cursiva	Libraria	27	1	http://gallica.bnf.fr/ark:/12148/btv1b53014820r.r=.langFR
205	DIJON, Bibliothèque municipale, 2805	16 (1/3)	1520-1530	"Heures ; Livre de raison de la famille Joly"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7630&VUE_ID=1253321	Hybrida	Formata	15	1	
1078	PARIS, Musée de Cluny, Cl. 23751	15 (2/3)	1460-1470 circa)	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=16247&VUE_ID=1409443	Cursiva	Formata	15	1	
1680	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 82	16 (1/3)	1525-1531 et 1576-1578?			Humanistique cursive	Formata		1	oo
1870	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 575 + Arsenal 575 Bis réserve	15 (2/3)	1430-1440 add. 1450-1455			Textualis	Formata	13		http://gallica.bnf.fr/ark:/12148/btv1b55009271w.r=.langFR + http://gallica.bnf.fr/ark:/12148/btv1b55009272b.r=.langFR
349	BOURGES, Bibliothèque municipale, 0043	15 (3/3)	1475-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7292&VUE_ID=1250865	Cursiva	Libraria	16	1	
740	LILLE, Bibliothèque municipale, 059 (079)	16	1501-1600	Heures de Jeanne Nerbier à l'usage d'Arras						
26	MANS (LE), Bibliothèque municipale, 0129	0								oo
1106	AVRANCHES, Bibliothèque municipale, FP ms. 0002	15	1401-1500	Heures à l'usage de Coutances	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4385&VUE_ID=965551	Textualis	Formata	14	1	
497	CARPENTRAS, Bibliothèque municipale, 0053	15 (2/2)	1451-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15648&VUE_ID=1396641	Textualis	Formata	13	1	
758	POITIERS, Bibliothèque municipale, 1096	15 (3/3)	1480 circa)	Heures à l'usage de Poitiers		Cursiva				
614	ROUEN, Bibliothèque municipale, 0332 (A. 589)	15	1401-1500	Heures						
53	ROUEN, Bibliothèque municipale, 3024 (Leber 0137)	14	1301-1400	Horae, cum calendario						
322	TOURS, Bibliothèque municipale, 0229	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8380&VUE_ID=1267398	Cursiva	Formata	22	1	
1904	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1180	15	14..							oo
1672	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18028	15 (3/3)	1480-1500			Textualis	Libraria		1	oo
807	BERGUES, Bibliothèque municipale, 029	16 (3/3)	1589)	Ordre et heures des offices						
1155	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Ms. 0478	14-15	1380-1420	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3260&VUE_ID=788611	Textualis	Formata	14	1	
624	ROUEN, Bibliothèque municipale, 0350 (Y. 152)	15	1401-1500	Heures						
1044	LANGRES, Bibliothèque municipale, 0360	15 (3/3)	1470-1480 circa)	Heures à l'usage de Langres	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=36&VUE_ID=23249	Textualis	Formata	14	1	
1543	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1426B	14 (2/3)	1330-1400? (à redater)			Textualis	Libraria	34	1	oo
1656	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 16314	15 (2/3)	1425-1460						1	oo
1701	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 841	17	1601-1700						1	oo
1636	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13300	15 (2/2)	1440-1500						1	oo
1785	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3210	15 (3/3)	1493?			Textualis meridionalis	Formata			gallica.bnf.fr/ark:/12148/btv1b10532602t
1556	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10433	12	1151-1250			Textualis	Formata	20	1	http://gallica.bnf.fr/ark:/12148/btv1b90669888.r=.langFR http://gallica.bnf.fr/ark:/12148/btv1b85388041.r=.langFR
973	SAINT-OMER, Bibliothèque d’agglomération, 0270	13	1275-1299)	Psautier-heures à l'usage de Saint-Omer						
953	NANCY, Bibliothèque municipale, 0038 (0259)	16	1501-1600	Heures						
184	CHAMBERY, Bibliothèque municipale, 003	16 (1/3)	1501-1515	Heures à l'usage de Troyes	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12847&VUE_ID=1341427	Cursiva	Formata	18	1	
582	DOUAI, Bibliothèque municipale, 1255	15 (2/3)	1440-1460	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=11321&VUE_ID=1311365	Textualis	Libraria	13	1	
1104	AVRANCHES, Bibliothèque municipale, inv. 094.1.1	15 (3/3)	1480 circa	Heures à l'usage d'Avranches	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17953&VUE_ID=1465698	Cursiva	Formata	17	1	
739	LILLE, Bibliothèque municipale, 058 (005)	15	1401-1500	Heures et prières						
1057	METZ, Bibliothèque municipale, 1598	15 (2/3)	"1435-1447) ; 14e s. (1340-1350)"	"Heures de Jean III de Vy et de Perrette Baudoche à l'usage de Metz ; Psautier"						
1489	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1369	15 (2/3)	1460?-1465?			Textualis	Libraria/Formata	15	1	http://gallica.bnf.fr/ark:/12148/btv1b52501939c.r=.langFR
842	CAEN, Bibliothèque municipale, 0012 (352 in-8° 009)	15 (3/3)	1490 circa	Heures à l'usage d'Amiens	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3666&VUE_ID=858570	Cursiva	Formata	24	1	
756	LILLE, Bibliothèque universitaire de Lille 3, 211 (0121)	15	1401-1500	Heures en néerlandais						
1707	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1011	15 (2/2)	1440-1500						1	oo
1659	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18014	14 (3/3)	1385-1390 [CMD 1402 ante]			Textualis	Libraria/Formata		1	http://gallica.bnf.fr/ark:/12148/btv1b8449684q.r=.langFR
1358	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3231	15 (1/3)	1430 circa et 1480)	Heures de Jacques II de Chastillon et de Jeanne Flote de Revel, sa femme		Textualis	Libraria/Formata	14	1	oo
465	LANGRES, Bibliothèque municipale, 0004 (0030)	15 (3/3)	1475-1500	Heures à l'usage du diocèse de Langres	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4940&VUE_ID=1070572	Cursiva	Formata	21	1	
1912	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1192	15	14..							oo
1844	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 435	16	15..							oo
266	POITIERS, Bibliothèque municipale, 0057 (269)	16 (1/3)	1510 circa)	Heures		Textualis	Libraria			
999	POITIERS, Bibliothèque municipale, 1106	14-15	1400 circa	Heures à l'usage de Poitiers		Cursiva				
166	BESANCON, Bibliothèque municipale, 0153	15 (3/3)	1480-1490 circa	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7729&VUE_ID=1254994	Cursiva	Formata	20	1	
1511	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1392	15 (2/3)	1451-1470			Textualis	Formata	17	1	oo
1470	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1346	15 (2/2)	1451-1500			Cursiva	Libraria/Formata	16	1	oo
778	ARRAS, Bibliothèque municipale, 0915 (0249)	14	1301-1400	"Psautier ; Heures à l'usage de Liège"						
434	LYON, Bibliothèque municipale, 1558 (1537)	16 (1/3)	1500-1505 ca	Heures d'Anne de Bretagne et de Marie d'Angleterre	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12469&VUE_ID=1333090	Textualis	Formata	27	1	
1622	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13285	14-15	1390-1415 [CMD 1394 post?]						1	oo
15	ORLEANS, Médiathèque, 0777 (H 1055)	16 (1/3)	1520	Horae beatae Mariae Virginis ad usum Aurelianensis ecclesiae	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=8997&VUE_ID=1273993	Textualis	Formata	17	1	
1579	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10550	15 (3/3)	1480-1500			Cursiva	Formata/Libraria	20	1	oo
622	ROUEN, Bibliothèque municipale, 0347 (Y. 147)	15	1401-1500	Heures						
336	TOULOUSE, Bibliothèque municipale, 0143	15	1401-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=523&VUE_ID=255093	Textualis	Formata	15	1	
509	CARPENTRAS, Bibliothèque municipale, 0080	15 (3/3)	1480-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15666&VUE_ID=1397098	Textualis	Formata	16	1	
882	CHANTILLY, Bibliothèque du château, 0076 (1362)	15 (2/3)	1460-1465 circa)	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=231&VUE_ID=159068	Textualis	Formata	14	1	
1693	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 395	0								oo
1667	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18023	15 (2/2)	1440-1500						1	oo
1606	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13268	16 (1/3)	1501-1520			Hybrida	Formata	27	1	oo
639	VALENCIENNES, Bibliothèque municipale, 0144 (137)	15 (2/3)	1433-1466?	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=11498&VUE_ID=1314132	Cursiva	Currens	18	1	
484	AVIGNON, Bibliothèque municipale, 0121 	14 (2/3)	1330-1340 circa)	Psautier-heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15460&VUE_ID=1393489	Textualis	Formata	22	1	
388	CHALONS-EN-CHAMPAGNE, Bibliothèque municipale, 0023 (0025)	15 (2/3)	1451-1475	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9483&VUE_ID=1280405	Textualis	Libraria	14	1	
1676	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18032	15 (2/2)	1440-1500						1	oo
557	AMIENS, Bibliothèque municipale, 0198	15 (2/3)	1425-1450	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15211&VUE_ID=1389297	Textualis	Formata	15	1	
1640	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13304	15 (2/2)	1451-1500						1	oo
1178	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Ms. 0481	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3263&VUE_ID=789038	Textualis	Formata	16	1	
147	BEAUNE, Bibliothèque municipale, 060 (059)	15 (3/3)	1480-1500 ou 15e s.-16e s. ?	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7403&VUE_ID=1251550	Cursiva	Libraria	23	1	
1098	CAEN, Bibliothèque municipale, 0892 (in-4° 335)	15 (2/3)	1440-1460	Heures à l'usage de Coutances	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4046&VUE_ID=914284	Textualis	Formata	14	1	
508	CARPENTRAS, Bibliothèque municipale, 0079	15 (1/3)	1401-1425	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15665&VUE_ID=1397046	Textualis	Formata	15	1	
744	LILLE, Bibliothèque municipale, 068 (158)	15	1401-1500	Heures, prières en flamand						
1746	Paris, Bibl. Nat. Smith-Lesouëf 41	16 (1/2)	1501-1550						1	oo
1017	ARGENTAN, Bibliothèque municipale, 0027	15 (2/3)	1440-1475	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=16636&VUE_ID=1415762	Hybrida	Formata	16	1	
351	BOURGES, Bibliothèque municipale, 0042	16 (1/3)	1513-1519)	Heures à l'usage de Bourges	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7291&VUE_ID=1250860	Hybrida	Formata	22	1	
438	NANTES, Bibliothèque municipale, 0022 (lat. 0022)	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4201&VUE_ID=926625	Cursiva	Formata	16	1	
364	BLOIS, Bibliothèque municipale, 005	15 (3/3)	1470 circa	Heures à l'usage d'Orléans	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8633&VUE_ID=1269671	Cursiva	Formata	13	1	
859	CHARTRES, Bibliothèque municipale, 0544 (0456)	15	1401-1500	Heures, calendrier en français						
1474	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1353	15 (2/3)	1460?			Textualis meridionalis	Libraria	23	1	oo
452	GRENOBLE, Bibliothèque municipale, 0160  (Ms.0880.3)	15 (3/3)	1480-1500	Heures, prières en français						
932	ROUEN, Bibliothèque municipale, 0360 (Y. 158)	16	1501-1600	Heures						
318	TOURS, Bibliothèque municipale, 0224	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8375&VUE_ID=1267340	Textualis	Formata	16	1	
650	CAMBRAI, Bibliothèque municipale, 0145 (0141)	15 (2/3)	1454 post	Heures à l'usage de Paris, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9986&VUE_ID=1290182	Textualis	Formata	13	1	
876	CHANTILLY, Bibliothèque du château, 0068 (1141)	15-16	1500 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=227&VUE_ID=155757	Textualis	Formata	13	1	
485	AVIGNON, Bibliothèque municipale, 0208	15 (1/3)	1401-1425	Heures à l'usage de Cologne	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15505&VUE_ID=1394753	Textualis	Formata	16	1	
857	ARRAS, Bibliothèque municipale, Advielle 0012 (1015)	15 (2/3)	1450 post	Heures						
170	BESANCON, Bibliothèque municipale, 0158	15 (3/3)	1480-1500	Heures à l'usage de Tours	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7734&VUE_ID=1255070	Textualis	Formata	18	1	
352	BOURGES, Bibliothèque municipale, 0594	15 (2/3)	1455-1465)	Heures à l'usage de Bourges	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7346&VUE_ID=1251148	Textualis	Formata	15	1	
1387	FECAMP, Musée de la Bénédictine, A.10.007	15	1401-1500	Heures						
1132	FECAMP, Musée de la Bénédictine, A.10.009	15	1401-1500	Heures						
341	LYON, Bibliothèque municipale, 5143	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12503&VUE_ID=1335320	Textualis	Formata	12	1	
1805	Paris, Bibl. Nat. Rothschild 2530 (16c)	15 (2/3)	1455?-1460?			Cursiva	Formata		1	oo
1731	Paris, Bibl. Nat. Smith-Lesouëf 25	15 (2/2)	1451-1500						1	oo
1575	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10546	15 (2/3)	1440-1460			Textualis	Formata	16	1	oo
1428	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1159	15 (2/3)	1455-1457			Cursiva	Formata		1	oo
1448	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1179	15 (3/3)	1475			Cursiva	Formata	16	1	http://gallica.bnf.fr/ark:/12148/btv1b8446945q.r=.langFR
926	RENNES, Bibliothèque municipale, 1219	15	1401-1500	Heures de Pontbriand	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5090&VUE_ID=1113402	Cursiva	Formata	28	2	
900	ROCHELLE (LA), Bibliothèque municipale, 0788	15	1401-1500	Heures						
1278	ROUEN, Musée des Beaux-Arts, AG.1975.4.5838	14-15	1380-1420	Heures à l'usage de Rome						
1291	VERSAILLES, Bibliothèque municipale, 1195 (171 M)	15	1401-1500	Heures à l'usage du Nord de la France	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5674&VUE_ID=1224194	Textualis	Formata	13	1	
1419	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1077	13	1264-1275			Textualis	Libraria/Formata		1	oo
1610	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13272	15 (2/2)	1451-1500			Textualis	Formata	15	1	oo
903	COUTANCES, Bibliothèque municipale, 0003	15 (2/2)	1451-1500	Heures, calendrier à l'usage de Coutances						
446	GRENOBLE, Bibliothèque municipale, 0154  (Ms.1013)	15	1401-1500	Heures, prières en français						
310	LYON, Bibliothèque municipale, 0582 (0498)	16	1501-1600	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12377&VUE_ID=1331632	Textualis	Libraria	28	1	
1506	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1387	15 (3/3)	1476-1500						1	oo
1430	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1161	15 (1/3)	1409? ou 1415-1417?			Textualis	Formata	14	1	http://gallica.bnf.fr/ark:/12148/btv1b10515743q.r=.langFR
1732	Paris, Bibl. Nat. Smith-Lesouëf 26	15 (3/3)	1475-1500 [CMD 1501-1530]						1	oo
608	BOULOGNE-SUR-MER, Bibliothèque municipale, 0091	15 (2/3)	1440-1460	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=11966&VUE_ID=1322120	Textualis	Formata	15	1	
713	GRENOBLE, Bibliothèque municipale, 0172  (Ms.0713)	16	1501-1600	Heures (fragment)						
1740	Paris, Bibl. Nat. Smith-Lesouëf 34	15-16	1490-1510			Textualis	Formata	17	1	oo
1039	RENNES, Bibliothèque municipale, 1685	15	1401-1500	Heures à l'usage de Rennes	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5235&VUE_ID=1122420	Textualis	Formata	15	1	
934	ROUEN, Bibliothèque municipale, 0363 (A. 581)	16	1501-1600	Heures						
755	TOURS, Bibliothèque municipale, 2285	15 (3/3)	1470-1480)	Heures à l'usage de Rome (Heures de Bonhet)						
437	NANTES, Bibliothèque municipale, 0021 (lat. 0021)	15	1401-1500	Heures pour le diocèse de Nantes, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4202&VUE_ID=926926	Cursiva	Formata	15	1	
433	ABBEVILLE, Bibliothèque municipale, 016	15 (3/3)	1480-1500	Heures à l'usage d'Amiens	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15040&VUE_ID=1384962	Cursiva	Libraria	19	1	
1415	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 925	15	1401-1500			Textualis	Formata	12	1	oo
131	AUTUN, Bibliothèque municipale, S 196 (1)	16 (1/3)	1501-1515	Heures						
1523	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1404	15-16	1475-1525?			Cursiva	Libraria		1	oo
535	NICE, Bibliothèque municipale, 005 (R. 23)	15	1401-1500	Heures à l'usage des Bénédictins						
774	ARRAS, Bibliothèque municipale, 0898 (0226)	16	1501-1600	Heures						
1107	AVRANCHES, Bibliothèque municipale, FP ms. 0003	14	1301-1400	"Heures à l'usage de Paris, dites ""Heures de Montmorel"""	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4386&VUE_ID=965670	Textualis	Formata	14	1	
462	DIJON, Musée des Beaux-Arts, Coll. Grangier 461	15 (3/3)	1475-1500	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15856&VUE_ID=1400037	Cursiva	Formata		1	
800	NON RENSEIGNÉE, Collection privée, CP 0008	16 (1/3)	1501)	Heures						
1717	Paris, Bibl. Nat. Fr. 13167	15 (3/3)	1485-1515			Cursiva	Libraria	19	1	http://gallica.bnf.fr/ark:/12148/btv1b9061586h.r=.langFR
1683	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 183	15 (2/3)	1450-1480			Textualis	Libraria	18	1	oo
1337	PARIS, Bibliothèque nationale de France, Manuscrits, Smaf 85-03	15 (2/3)	1460-1470)	Heures en français selon l’usage de Paris						
1023	PARIS, Bibliothèque Thiers, 1250	15	1401-1500	Heures						
402	ROUEN, Bibliothèque municipale, 0339 (A. 553)	15	1401-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=14919&VUE_ID=1382409	Textualis	Formata	14	1	
920	RENNES, Bibliothèque municipale, 0032	15	1401-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5199&VUE_ID=1116598	Textualis	Formata	15	1	
262	POITIERS, Bibliothèque municipale, 0050 (324)	15	1401-1500	Heures		Textualis				
1376	RIOM, Musée Mandet, C.R. 79.8.02	15 (2/3)	1440-1460	Heures à l'usage de Besançon						
1710	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1016	14	1301-1400						1	oo
495	CARPENTRAS, Bibliothèque municipale, 0051	15 (1/3)	1401-1425	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15646&VUE_ID=1396597	Textualis	Libraria	14	1	
1853	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 558	15	14..							oo
1854	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 559 (suite du 558)	15	14..							oo
1877	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 635	15	14..							oo
1840	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 431	15	14..							oo
1915	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1195	15-16	1480-1520							oo
1646	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13310	16 (1/3)	1508			Cursiva			1	oo
1537	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1421	15 (3/3)	1490?-1495?			Textualis	Libraria		1	oo
245	NANCY, Bibliothèque municipale, 0034 (0305)	15-16	1480-1520	"Heures de Notre-Dame de Pitié ; Calendrier"						
742	LILLE, Bibliothèque municipale, 061 (248)	15	1401-1500	Heures et prières						
188	CHANTILLY, Bibliothèque du château, 0074 (1088)	15 (3/3)	1490-1500 circa	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=236&VUE_ID=163089	Cursiva	Libraria	22	1	
