ID	Cote	Date_categorie	Datation	Contenu	Lien à la page	Ecriture	Formalité	Nombre de lignes par page complète	Nombre de colonnes	Gallica
400	LYON, Bibliothèque municipale, 5999	15 (3/3)	1490-1500 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12534&VUE_ID=1336468	Textualis	Formata	23	1	
1062	PARIS, Musée de Cluny, Cl. 01252	15 (1/3)	1410-1420 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1105&VUE_ID=376756	Textualis	Formata	15	1	
1619	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13282	15 (2/3)	1440-1460 (Leroquais: 1480-1500)			Textualis	Formata	16	1	oo
1438	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1169	15 (1/3)	1390-1430			Textualis	Formata	13	1	oo
703	PERPIGNAN, Bibliothèque municipale, 0007	15	1401-1500	Heures						
1695	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 588	15 (2/3)	1442-1470 (Ler. 1461 post)			Cursiva	Libraria	16	1	http://gallica.bnf.fr/ark:/12148/btv1b8555843r.r=.langFR
1097	CAEN, Bibliothèque municipale, 0849 (in-4° 320)	15 (2/3)	1440-1460	Heures à l'usage de Coutances	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4581&VUE_ID=996969	Textualis	Formata	13	1	
1568	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10539	15 (3/3)	1480-1490 ?			Textualis	Formata		1	oo
168	BESANCON, Bibliothèque municipale, 0155	15 (2/2)	1451-1500 et 16e s. (premier quart ?)	Heures en néerlandais et latin	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7731&VUE_ID=1255027	Textualis	Formata	16	1	
480	NANTES, Musée Dobrée, 0034	15 (3/3)	1465-1470 circa)	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4335&VUE_ID=955822	Textualis	Formata	16	1	
1627	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13291	15	1401-1500						1	oo
1350	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 647 réserve	15 (1/3)	1401-1430	Heures à l'usage de Troyes		Textualis	Formata	15		http://gallica.bnf.fr/ark:/12148/btv1b55005889s.r=.langFR
119	AIX-EN-PROVENCE, Bibliothèque municipale, 0022 (R.A. 0074)	15 (2/3)	1460-1470 circa)	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7113&VUE_ID=1245879	Textualis	Libraria	14	1	
992	MULHOUSE, Bibliothèque de l'Université et de la Société Industrielle, 0002	15	1401-1500	Heures en flamand	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=935&VUE_ID=347719	Textualis	Formata	17	1	
213	DOLE, Bibliothèque municipale, 046	15 (3/3)	1480 circa	Heures à l'usage du diocèse de Besançon	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8586&VUE_ID=1269465	Cursiva	Libraria	14	1	
214	DOLE, Bibliothèque municipale, 047	15 (3/3)	1470-1480	Heures à l'usage du diocèse de Chalon-sur-Saône	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8587&VUE_ID=1269471	Cursiva	Formata	14	1	
1477	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1356	15 (3/3)	1480-1500			Textualis Meridionalis	Formata	15	1	oo
425	ANGERS, Bibliothèque municipale, 0135 (0127)	15	1401-1500	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9117&VUE_ID=1275754	Textualis	Formata	14	1	
1691	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 393	15 (1/2)	1401-1450			Textualis	Libraria		1	oo
906	MELUN, Musée Municipal, inv. 967.47	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4531&VUE_ID=989965	Textualis	Formata	14	1	
25	MANS (LE), Bibliothèque municipale, 0150	15	1401-1500	Horae, cum calendario	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12777&VUE_ID=1340423	Cursiva	Formata		1	
1367	NANTERRE, Archives départementales des Hauts-de-Seine, Desguine, ms. 108	15	1401-1500	Heures à l'usage de Rouen						
1034	RENNES, Bibliothèque municipale, 1511	14 (3/3)	1380-1400	Heures à l'usage de Troyes, ayant appartenu à Prigent de Coëtivy	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=928&VUE_ID=346302	Textualis	Formata	13	2	
1935	Den Haag, Koninklijke Bibliotheek, ms. 76G14	15 (3/3)	1465-1470			Textualis	Formata		1	
1599	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13261	14 (3/3)	1380-1400			Textualis	Formata		1	oo
90	BORDEAUX, Bibliothèque municipale, 0092	15	1401-1500	Horae, cum calendario	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3900&VUE_ID=893446	Textualis	Formata	13	1	
885	CHANTILLY, Bibliothèque du château, 0080 (1399)	15 (3/3)	1480-1500 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=235&VUE_ID=159656	Textualis	Formata	15	1	
1885	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 643	15	14..							oo
358	SENS, Bibliothèque municipale, 035	15	1401-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15819&VUE_ID=1399210	Textualis	Formata	14	1	
450	GRENOBLE, Bibliothèque municipale, 0158  (Ms.1017)	15	1401-1500	Heures, prières en français						
1576	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 10547	15 (2/2)	1451-1500			Textualis	Formata	16	1	oo
1165	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0136	15 (2/3)	1440-1460	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17695&VUE_ID=1437169	Textualis	Formata	10	1	
968	STRASBOURG, Bibliothèque nationale et universitaire, 6473	15 (2/3)	1425-1450 circa)	Heures. Rhénanie, Alsace	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17108&VUE_ID=1422625	Hybrida	Formata	16	1	
326	TOULOUSE, Bibliothèque municipale, 0130	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=511&VUE_ID=252939	Textualis	Formata	16	1	
946	VIRE, Bibliothèque municipale, 0004 (A 0004)	15	1401-1500	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4460&VUE_ID=974837	Semihybrida	Libraria	14	1	
435	NANTES, Bibliothèque municipale, 0019 (lat. 0019)	15	1401-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4204&VUE_ID=927261	Cursiva	Formata	18	1	
494	CARPENTRAS, Bibliothèque municipale, 0050	15 (2/3)	1425-1450	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15645&VUE_ID=1396593	Textualis	Libraria	18	1	
1784	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3209	15 (2/3)	1450-1460?			Textualis	Formata	18	1	http://gallica.bnf.fr/ark:/12148/btv1b84528158.r=.langFR
1629	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13293	15-16	1500?			Cursiva	Libraria		1	oo
780	ARRAS, Bibliothèque municipale, 1051 (0233)	15	1401-1500	"Heures, calendrier et prière à N.D. en français ; Catalogue"						
864	CHARTRES, Bibliothèque municipale, 0550 (0496)	15	1401-1500	Heures, calendrier en français						
1127	DIEPPE, Château-Musée, inv. 0978.4.4	15	1401-1500	Heures de la Vierge						
466	MONTBRISON, Musée d'Allard, ms. B	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15883&VUE_ID=1400088	Textualis	Formata	12	1	
325	TOULOUSE, Bibliothèque municipale, 0129	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1554&VUE_ID=456611	Textualis	Formata	14	1	
762	ARRAS, Bibliothèque municipale, 0376 (1030)	15	1401-1500	Heures, calendrier en français						
532	VERDUN, Bibliothèque municipale, 898	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9688&VUE_ID=1284068	Textualis	Formata	14	1	
601	DOUAI, Bibliothèque municipale, 0192	16 (1/2)	1501-1550	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10874&VUE_ID=1303255	Cursiva	Formata	19	1	
223	DOUAI, Bibliothèque municipale, 1240	15 (2/3)	1425-1450	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=11320&VUE_ID=1311336	Textualis	Formata	18	1	
636	ROUEN, Bibliothèque municipale, suppl. 0896 (m 228)	15-16	1480-1520	Heures						
1254	TOULOUSE, Musée Saint-Raymond, PM31000783	14	1301-1400	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1429&VUE_ID=430058	Textualis	Formata	14	1	
799	BAYEUX, Bibliothèque du chapitre, 0084	15	1401-1500	Heures						
1922	BESANCON, Bibliothèque municipale, Z.607	15 (3/3)	1470-1490	Heures à l'usage de Besançon	http://memoirevive.besancon.fr/ark:/48565/a011290090134Zyz4Tg	Textualis	Libraria	24	1	
429	LYON, Bibliothèque municipale, 0574 (0489)	15 (1/3)	1411	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12369&VUE_ID=1331356	Textualis	Formata	28	2	
1313	PARIS, Petit Palais, Musée des Beaux-Arts de la ville de Paris, LDUT 0035	15 (2/3)	1450 circa	Heures à l'usage de Paris	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=19008&VUE_ID=1659259	Textualis	Formata	16	1	
1409	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 919 + Paris, Musée du Louvre, Peintures, RF2835	15 (1/3)	1409?			Textualis	Formata		2	http://gallica.bnf.fr/ark:/12148/btv1b520004510.r=.langFR
9	PARIS, Bibliothèque Sainte-Geneviève, 1275	15-16	1480-1520	Horae v. Mariae	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=13377&VUE_ID=1359098	Textualis	Formata	16	1	
964	MANS (LE), Bibliothèque municipale, 0371	16	1501-1600	Heures, calendrier	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3121&VUE_ID=769578	Textualis	Formata			
795	BAYEUX, Bibliothèque du chapitre, 0080	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3468&VUE_ID=823368	Textualis	Libraria	13	1	
1249	ANGERS, Musée des Beaux-Arts, 2003.1.085	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1388&VUE_ID=423791	Textualis	Formata	16	1	
445	GRENOBLE, Bibliothèque municipale, 0153  (Ms.1009)	15	1401-1500	Heures						
1781	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3203	15 (3/3)	1475-1480 ca			Cursiva	Formata	14	1	oo
1734	Paris, Bibl. Nat. Smith-Lesouëf 28	15-16	1480-1520						1	oo
396	ALENCON, Bibliothèque municipale, 0197	15 (2/3)	1451-1475	Heures à l'usage de Lisieux	bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=11797&VUE_ID=1317553	Cursiva	Formata		1	
449	GRENOBLE, Bibliothèque municipale, 0157  (Ms.1003)	15	1401-1500	Heures						
743	LILLE, Bibliothèque municipale, 062 (034)	15	1401-1500	Heures, prières en flamand						
1602	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13264	15 (2/3)	1440-1460			Textualis	Formata	19	1	oo
1674	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 18030	15 (2/3)	1450-1475						1	oo
361	BOURGES, Musée du Berry, inv. 1955.X.46	15 (3/3)	1470-1480 ca	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15843&VUE_ID=1399961	Textualis	Formata		1	
1648	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 14284	13	1280?			Textualis	Libraria	25	2	oo
1703	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 872	15	1401-1500						1	oo
1011	TROYES, Bibliothèque municipale, 3896	15 (2/3)	1460 circa)	Heures à l'usage de Troyes						
246	NANCY, Bibliothèque municipale, 0035 (0245)	15	1401-1500	"Heures à l'usage de Toul ; Calendrier ; Carmen 'Obsecro te', en vers ; etc."						
342	LYON, Bibliothèque municipale, 5146	14 (3/3)	1380-1400	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12506&VUE_ID=1335476	Textualis	Formata	14	1	
1765	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3119	15 (3/3)	1492			Textualis meridionalis	Formata	20	1	oo
1728	Paris, Bibl. Nat. Smith-Lesouëf 22	14 (3/3)	1390?-1395? 1380? [CMD 1380-1400]			Textualis meridionalis	Formata		1	oo
387	CHALONS-EN-CHAMPAGNE, Bibliothèque municipale, 0022 (0024)	15 (1/3)	1401-1425	Heures, psaumes et litanies en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9482&VUE_ID=1280397	Textualis	Formata	14	1	
1244	ANGERS, Musée des Beaux-Arts, 2003.1.072	15 (2/3)	1440-1460	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=2385&VUE_ID=621899	Textualis	Formata	13	1	
606	BOULOGNE-SUR-MER, Bibliothèque municipale, 0089	15 (2/3)	1425-1450	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=88&VUE_ID=93553	Textualis	Formata	24	1	
540	COLMAR, Bibliothèque municipale, 0350 (713)	15	1401-1500	Heures à l'usage de Besançon	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1936&VUE_ID=535730	Textualis	Formata	13	1	
1373	PARIS, Bibliothèque nationale de France, Manuscrits, Smaf 85-11	15 (3/3)	1470-1480)	Heures à l'usage de Paris [Heures de Marguerite de Bréda]						
1709	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1013	14-15	1380-1430						1	oo
957	SAINT-BRIEUC, Bibliothèque municipale, 005	15	1401-1500	Heures à l'usage des frères Mineurs	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=121&VUE_ID=105457	Textualis	Libraria	19	1	
78	ARRAS, Bibliothèque municipale, 0789 (0515)	15	1401-1500	Horae, calendrier et prière à N.D. en français						
1349	LIMOGES, Bibliothèque municipale, 0296	15 (3/3)	1490)	Heures à l'usage de Limoges						
1605	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13267	15 (1/2)	1401-1450	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10861&VUE_ID=1302887	Textualis	Formata	18	1	
772	ARRAS, Bibliothèque municipale, 0794 (0244)	16	1501-1600	Heures						
406	BOURGES, Musée du Berry, inv. 1955.X.47	15 (3/3)	1470-1480 ca	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15844&VUE_ID=1399965	Textualis	Formata		1	
1872	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 577	15	14..							oo
1171	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Mn.Mas 0160	15 (2/3)	1451-1475	Heures à l'usage de Rome (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17730&VUE_ID=1439510	Textualis	Formata		1	
1185	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Ms. 0727	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3292&VUE_ID=792558	Cursiva	Formata	17	1	
1791	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3229	15 (2/3)	1440-1450?			Textualis	Formata	16	1	http://gallica.bnf.fr/ark:/12148/btv1b84528299.r=.langFR
649	CAMBRAI, Bibliothèque municipale, 0132 (0128)	15 (2/2)	1451-1500	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9977&VUE_ID=1290032	Textualis	Libraria	17	1	
1077	PARIS, Musée de Cluny, Cl. 23608	15	1401-1500	Heures (fragment)						
538	COLMAR, Bibliothèque municipale, 0348 (277)	15 (2/3)	1455 post	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=17362&VUE_ID=1427966	Textualis	Formata	14	1	
250	ORLEANS, Médiathèque, 0139 (116)	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8903&VUE_ID=1273172	Textualis	Libraria	19	1	
1029	RENNES, Bibliothèque municipale, 0034 ter	15 (2/3)	1440-1460	Heures de Catherine de Rohan et de Françoise de Dinan (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=868&VUE_ID=326805	Textualis	Formata	14	1	
1741	Paris, Bibl. Nat. Smith-Lesouëf 36	16 (1/3)	1502? (1505-1510 selon Katja)			Humanistique	Formata	23	1	oo
1385	CHARTRES, Musée des Beaux-Arts, inv. 11234	15	1401-1500	Heures ? (fragment), miniature : Annonce aux bergers et Baptême du Christ						
469	DRAGUIGNAN, Bibliothèque municipale, 06 (R. 04)	15 (2/2)	1451-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15403&VUE_ID=1392597	Textualis	Formata	13	1	
1035	RENNES, Bibliothèque municipale, 1512	15	1401-1500	Heures du Restigou	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5230&VUE_ID=1121759	Cursiva	Formata	14	1	
844	CAEN, Bibliothèque municipale, 0017 (357 in-4° 016)	15 (3/3)	1480 circa)	Heures, calendrier à l'usage de Coutances	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3700&VUE_ID=864175	Textualis	Formata	14	1	
607	BOULOGNE-SUR-MER, Bibliothèque municipale, 0090	15 (1/2)	1401-1450	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7720&VUE_ID=1254546	Textualis	Formata	15	1	
888	CHANTILLY, Bibliothèque du château, 0083 (1385)	15 (3/3)	1495 circa)	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=239&VUE_ID=163539	Textualis	Formata	14	1	
1463	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1194	15	1401-1500			Textualis	Libraria	18	1	oo
718	SOLESMES, Bibliothèque de l'abbaye Saint-Pierre, 031	15 (2/3)	1451-1475	Heures à l'usage d'Angers	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12821&VUE_ID=1340999	Cursiva	Libraria	14	1	
1253	RENNES, Bibliothèque municipale, 2050	15 (2/3)	1455 circa)	Heures de Françoise de Foix						
678	ORLEANS, Musée historique et archéologique, inv. 6995	15 (3/3)	1480 circa)	Heures (fragment)	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15899&VUE_ID=1400264	Cursiva	Libraria	26	2	
1240	TOURS, Musée des Beaux-Arts, inv. 1947-317-2	16 (1/3)	1502-1521 circa)	Heures (fragment), miniature : Repas du mauvais riche et de sa femme						
142	BEAUNE, Bibliothèque municipale, 045 (044)	15 (2/3)	1425-1460	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7396&VUE_ID=1251510	Textualis	Formata	12	1	
1298	PARIS, Petit Palais, Musée des Beaux-Arts de la ville de Paris, LDUT 0036	15 (3/3)	1470-1500)	Heures de la Vierge	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=19009&VUE_ID=1659454	Textualis	Formata	17	1	
1553	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 9475	15 (3/3)	1480-1500			Cursiva	Formata	24	1	oo
533	CAMBRAI, Bibliothèque municipale, 0137 (0133)	14 (3/3)	1380-1400	Heures, calendrier en français	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9982&VUE_ID=1290155	Textualis	Formata	15	1	
1644	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 13308	15 (2/3)	1425-1460						1	oo
314	TOURS, Bibliothèque municipale, 0218	15	1401-1500	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=8369&VUE_ID=1267270	Textualis	Formata	17	1	
138	BEAUNE, Archives hospitalières, 0004	15 (2/3)	1451-1475	Heures de sœur Guyote	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15974&VUE_ID=1402019	Textualis	Formata	18	1	
1033	RENNES, Bibliothèque municipale, 1510	15	1401-1500	Heures à l'usage de Saint-Malo	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=5229&VUE_ID=1121625	Textualis	Formata	16	1	
150	BESANCON, Bibliothèque municipale, 0122	15 (1/3)	1420-1440 circa)	Heures à l'usage de Besançon	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7709&VUE_ID=1254191	Textualis	Formata		1	
760	ARRAS, Bibliothèque municipale, 0366 (0212)	15	1401-1500	"Psautier ; Heures à l'usage d'Arras"						
1179	PARIS, Bibliothèque de l'Ecole des Beaux-Arts, Ms. 0482	14	1301-1400	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=3264&VUE_ID=789240	Textualis	Formata	16	1	
329	TOULOUSE, Bibliothèque municipale, 0133	15 (1/2)	1401-1450			Textualis	Libraria	16	1	oo
521	LAON, Bibliothèque municipale, 0243 (4)	15 (2/3)	1460-1470 circa [CMD 1401-1450]	Heures de Brière de Surgy						
754	ABBEVILLE, Bibliothèque municipale, 017	15 (3/3)	"1475-1500 ; 17e s."	"Heures à l'usage d'Amiens ; Recueil liturgique"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15041&VUE_ID=1385194	Textualis	Formata	15	1	
1689	PARIS, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 385	14	1301-1400			Textualis meridionalis	Libraria	15	1	oo
1073	PARIS, Musée de Cluny, Cl. 21533	15 (2/3)	1440 circa)	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=16218&VUE_ID=1409279	Textualis	Formata	18	1	
1910	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1190	15	14..							oo
1126	CLERMONT-FERRAND, Musée d'art Roger-Quillot, inv. 60.118.1	15	1401-1500	Heures (fragment)						
1080	PARIS, Musée de Cluny, Cl. 23798 a	15 (3/3)	1480-1490)	Heures ? (fragment)						
1239	TOURS, Musée des Beaux-Arts, inv. 1947-317-1	16 (1/3)	1502-1521 circa)	Heures (fragment), miniature : Annonciation						
1897	PARIS, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 655	15 (2/3)	1460-1465 ca			Textualis	Formata	16		http://gallica.bnf.fr/ark:/12148/btv1b550085652.r=.langFR
1517	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1398	14-15	1390-1420			Textualis	Formata	13	1	oo
1067	PARIS, Musée de Cluny, Cl. 10955	15	1401-1500	Heures à l'usage de Rouen	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=1109&VUE_ID=377313	Textualis	Formata	15	1	
534	MARSEILLE, Bibliothèque municipale, 0020	14	1301-1400	"Heures ; Psautier (office des morts de Thérouanne)"	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=7206&VUE_ID=1248507	Textualis	Formata			
422	ANGERS, Bibliothèque municipale, 0131 (0123)	15 (3/3)	1486	Heures à l'usage de Grandmont	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=9114&VUE_ID=1275730	Cursiva	Formata		1	
1727	Paris, Bibl. Nat. Smith-Lesouëf 21	13	1280?-1300?			Textualis meridionalis	Formata		1	oo
952	NANCY, Bibliothèque municipale, 0037 (0244)	15	1401-1500	Heures						
56	ROUEN, Bibliothèque municipale, 3029 (Leber 0143)	15	1401-1500	Horae, cum calendario						
941	VALOGNES, Bibliothèque municipale, 0008	15 (1/3)	1401-1425	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4350&VUE_ID=960289	Textualis	Formata	15	1	
1737	Paris, Bibl. Nat. Smith-Lesouëf 31	15 (1/2)	1401-1450			Textualis	Libraria		1	oo
411	SENS, Bibliothèque municipale, 038	15	1401-1500	Heures						
861	CHARTRES, Bibliothèque municipale, 0546 (0469)	15	1401-1500	Heures						
593	CHAMBERY, Musée savoisien, inv. D. 241	15 (2/3)	1425-1450 et 1475-1500	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=15961&VUE_ID=1401755	Textualis	Formata	15	1	
577	DOUAI, Bibliothèque municipale, 0181 (tome I)	15 (2/3)	1440-1460	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10862&VUE_ID=1302903	Textualis	Formata	16	1	
578	DOUAI, Bibliothèque municipale, 0181 (tome II)	15 (2/3)	1440-1460	Heures à l'usage de Rome	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=10863&VUE_ID=1302951	Textualis	Formata	16	1	
1403	FECAMP, Musée de la Bénédictine, A.10.004	16 (1/3)	1518)	Heures						
1209	LILLE, Musée des Beaux-Arts, A 207	16 (1/3)	1513)	Heures						
1423	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1156	15 (3/3)	1480?			Textualis	Libraria/Currens	19	1	oo
1720	Paris, Bibl. Nat. Fr. 14550	15	1401-1500						1	oo
1444	PARIS, Bibliothèque nationale de France, Manuscrits, lat. 1175	15 (2/3)	1440-1470			Cursiva	Formata		1	oo
196	CLERMONT-FERRAND, Bibliothèque municipale (Bibliothèque du Patrimoine), 0088 (082 a)	15 (1/3)	1401-1425	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=12104&VUE_ID=1325263	Textualis	Formata	10	1	
478	NANTES, Musée Dobrée, 0031	14	1301-1400	Heures à l'usage de Troyes	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4332&VUE_ID=955338	Textualis	Formata	13	1	
1738	Paris, Bibl. Nat. Smith-Lesouëf 32	15 (2/3)	1430-1460						1	oo
1237	MOUTIERS, Musée de l'académie de la Val d'Isère, 0002	15	1401-1500?	Heures (fragment)						
1093	CAEN, Bibliothèque universitaire, 246627	15 (2/3)	1425-1450	Heures	http://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&reproductionId=4175&VUE_ID=922511	Textualis	Formata	14	1	
441	GRENOBLE, Bibliothèque municipale, 0149  (Ms.0650.7)	14	1301-1400	Heures						
1238	NANCY, Musée Historique Lorrain, inv. 95. 745	15 (3/3)	1480-1500	Heures de Philippe de Gueldre (fragment)						
